URN,Local Authority name,Establisment name,Easting,Northing,Type of Establishment,Phase of education,NO2 g/m3 mean,Above limit,Parliamentary Constituences,Establishment Status,Close Date
135816,Southwark,Harris Boys' Academy East Dulwich,534515,174895,Academy Sponsor Led,Secondary,39.7,No,Camberwell and Peckham,Open,
132068,Brent,Sakutu Organisation Montessori,523137,186571,Other Independent School,Not applicable,39.7,No,Brent Central,Open,
140935,Haringey,Harris Academy Tottenham,534470,189834,Free Schools,All Through,39.7,No,Tottenham,Open,
134594,Merton,Eagle House School,527783,169243,Other Independent Special School,Not applicable,39.7,No,Mitcham and Morden,Open,
140423,Wandsworth,Floreat Wandsworth Primary School,525956,173583,Academy Sponsor Led,Primary,39.7,No,Tooting,Open,
100178,Greenwich,Holy Family Catholic Primary School,541151,175396,Voluntary Aided School,Primary,39.7,No,Eltham,Open,
133438,Croydon,Cressey College,532589,164931,Other Independent Special School,Not applicable,39.7,No,Croydon Central,Open,
100441,Wandsworth,St Joseph's RC Primary School,525119,174894,Voluntary Aided School,Primary,39.6,No,Islington North,Open,
100169,Barking and Dagenham,St Joseph's Catholic Primary School,544156,183775,Voluntary Aided School,Primary,39.6,No,Greenwich and Woolwich,Open,
100917,Tower Hamlets,Redlands Primary School,535276,181826,Community School,Primary,39.6,No,Bethnal Green and Bow,Open,
100347,Hammersmith and Fulham,St Augustine's RC Primary School,524414,177667,Voluntary Aided School,Primary,39.6,No,Hammersmith,Open,
136288,Lambeth,Durand Academy,530946,176761,Academy Converter,All Through,39.6,No,Vauxhall,Open,
100503,Kensington and Chelsea,Sion-Manning RC Girls' School,523952,181650,Voluntary Aided School,Secondary,39.6,No,Kensington,Open,
100768,Southwark,Sumner Nursery School,533573,177117,LA Nursery School,Nursery,39.6,No,Camberwell and Peckham,Open,
131843,Southwark,Brunswick Park Primary School,532820,177188,Community School,Primary,39.6,No,Camberwell and Peckham,Open,
100321,Hammersmith and Fulham,Addison Primary School,523706,179379,Community School,Primary,39.6,No,Hammersmith,Open,
100889,Tower Hamlets,Tower Hamlets PRU,535593,182316,Pupil Referral Unit,Not applicable,39.6,No,Bethnal Green and Bow,Open,
100050,Camden,Parliament Hill School,528369,186019,Community School,Secondary,39.6,No,Holborn and St Pancras,Open,
100914,Tower Hamlets,Mowlem Primary School,535051,183434,Community School,Primary,39.6,No,Bethnal Green and Bow,Open,
100969,Tower Hamlets,Stepney Green Mathematics and Computing College,535898,181752,Community School,Secondary,39.6,No,Bethnal Green and Bow,Open,
141750,Hackney,Halley House School,533743,185415,Free Schools,Primary,39.6,No,Hackney North and Stoke Newington,Open,
100995,Wandsworth,Alderbrook Primary School,528663,173802,Community School,Primary,39.6,No,Battersea,Open,
134577,Newham,Imam Zakariya Academy,541111,185137,Other Independent School,Not applicable,39.6,No,West Ham,Open,
103100,Waltham Forest,Willowfield Humanities College,535903,189267,Community School,Secondary,39.6,No,Walthamstow,Open,
139775,Wandsworth,Rutherford House School,528313,172732,Free Schools,Primary,39.6,No,Tooting,Open,
101377,Barnet,Golders Hill School,525131,187721,Other Independent School,Not applicable,39.6,No,Finchley and Golders Green,Open,
102770,Newham,St Francis' Catholic Primary School,539224,185147,Voluntary Aided School,Primary,39.6,No,West Ham,Open,
100329,Hammersmith and Fulham,Fulham Primary School,525224,177604,Community School,Primary,39.5,No,Chelsea and Fulham,Closed,9/30/2016
100970,Tower Hamlets,St Paul's Way Trust School,537149,181815,Foundation School,All Through,39.5,No,Poplar and Limehouse,Closed,8/31/2016
100832,Brent,St Joseph's Roman Catholic Primary School,521386,184266,Voluntary Aided School,Primary,39.5,No,Bermondsey and Old Southwark,Open,
135452,Tower Hamlets,Excellence Christian School,535013,183533,Other Independent School,Not applicable,39.5,No,Bethnal Green and Bow,Open,
141310,Camden,Elfrida Rathbone Camden - Leighton Education Project,529384,185126,Special Post 16 Institution,16 Plus,39.5,No,Holborn and St Pancras,Open,
100277,Hackney,Haggerston School,533829,183266,Community School,Secondary,39.5,No,Hackney South and Shoreditch,Open,
100344,Hammersmith and Fulham,All Saints CofE Primary School,524167,176390,Voluntary Aided School,Primary,39.5,No,Chelsea and Fulham,Open,
131675,Hammersmith and Fulham,The Moat School,524167,176390,Other Independent Special School,Not applicable,39.5,No,Chelsea and Fulham,Open,
100826,Southwark,St Francis RC Primary School,534323,177446,Voluntary Aided School,Primary,39.5,No,Camberwell and Peckham,Open,
100384,Islington,Margaret McMillan Nursery School,529985,187573,LA Nursery School,Nursery,39.5,No,Islington North,Open,
140356,Lambeth,The Laurels School,529615,173718,Other Independent School,Not applicable,39.5,No,Streatham,Open,
101005,Wandsworth,Earlsfield Primary School,526162,172951,Community School,Primary,39.5,No,Tooting,Open,
102023,Enfield,Raynham Primary School,534346,192236,Community School,Primary,39.5,No,Edmonton,Open,
102729,Newham,Manor Primary School,539324,183434,Community School,Primary,39.4,No,West Ham,Open,
134314,Islington,St Mary Magdalene Academy,531162,184855,Academy Sponsor Led,All Through,39.4,No,Islington South and Finsbury,Open,
101020,Wandsworth,Shaftesbury Park Primary School,528099,176014,Community School,Primary,39.4,No,Battersea,Open,
101043,Wandsworth,St Faith's CofE Primary School,526093,174932,Voluntary Aided School,Primary,39.4,No,Battersea,Open,
100906,Tower Hamlets,John Scurr Primary School,535216,182155,Community School,Primary,39.4,No,Bethnal Green and Bow,Open,
100366,Hammersmith and Fulham,St Paul's Girls' School,523743,178859,Other Independent School,Not applicable,39.4,No,Hammersmith,Open,
100598,Lambeth,Allen Edwards Primary School,530167,176541,Community School,Primary,39.4,No,Vauxhall,Open,
101873,Ealing,St John's Primary School,516340,180593,Community School,Primary,39.4,No,"Ealing, Southall",Open,
100009,Camden,Beckford Primary School,524888,185067,Community School,Primary,39.4,No,Hampstead and Kilburn,Open,
100613,Lambeth,St Andrew's Church of England Primary School,530518,176047,Voluntary Aided School,Primary,39.4,No,Vauxhall,Open,
102547,Hounslow,Chiswick and Bedford Park Preparatory School,521269,178963,Other Independent School,Not applicable,39.4,No,Brentford and Isleworth,Open,
138447,Haringey,Harris Primary Academy Philip Lane,532605,189353,Academy Sponsor Led,Primary,39.4,No,Tottenham,Open,
101315,Barnet,All Saints' CofE Primary School NW2,524872,186340,Voluntary Aided School,Primary,39.4,No,Finchley and Golders Green,Open,
100713,Lewisham,Myatt Garden Primary School,536827,176434,Community School,Primary,39.4,No,"Lewisham, Deptford",Open,
102919,Richmond upon Thames,St Osmund's Catholic Primary School,521943,176497,Voluntary Aided School,Primary,39.4,No,Richmond Park,Open,
102741,Newham,Rosetta Primary School,540767,181590,Community School,Primary,39.4,No,West Ham,Open,
130381,Newham,Sandringham Primary School,541183,185020,Community School,Primary,39.4,No,East Ham,Open,
101955,Ealing,Clifton Lodge School,517508,180544,Other Independent School,Not applicable,39.4,No,Ealing Central and Acton,Open,
135379,Hackney,Christian School of London,532908,183665,Other Independent School,Not applicable,39.3,No,Hackney South and Shoreditch,Closed,12/20/2016
100629,Tower Hamlets,St Anne's Catholic Primary School,534143,182018,Voluntary Aided School,Primary,39.3,No,Vauxhall,Open,
138961,Southwark,St Michael's Catholic College,534205,179715,Academy Converter,Secondary,39.3,No,Bermondsey and Old Southwark,Open,
131520,Wandsworth,"Sacred Heart Catholic Primary School, Battersea",527416,176084,Voluntary Aided School,Primary,39.3,No,Battersea,Open,
139587,Southwark,Compass School Southwark,534596,179262,Free Schools,Secondary,39.3,No,Bermondsey and Old Southwark,Open,
139820,Hammersmith and Fulham,Ark Swift Primary Academy,522938,180698,Academy Sponsor Led,Primary,39.3,No,Hammersmith,Open,
131062,Hackney,The Petchey Academy,533788,185403,Academy Sponsor Led,Secondary,39.3,No,Hackney North and Stoke Newington,Open,
101014,Wandsworth,John Burns Primary School,528402,176123,Community School,Primary,39.3,No,Battersea,Open,
100578,Lambeth,Richard Atkins Primary School,530256,173786,Community School,Primary,39.3,No,Streatham,Open,
134009,Hammersmith and Fulham,Larmenier & Sacred Heart Catholic Primary School,523792,178878,Voluntary Aided School,Primary,39.3,No,Hammersmith,Open,
135764,Ealing,One World Preparatory School,522659,179074,Other Independent School,Not applicable,39.3,No,Hammersmith,Open,
100291,Hackney,Bnois Jerusalem Girls School,532994,187930,Other Independent School,Not applicable,39.3,No,Hackney North and Stoke Newington,Open,
101081,Wandsworth,Prospect House School,523728,173976,Other Independent School,Not applicable,39.3,No,Putney,Open,
101080,Wandsworth,Eveline Day School,528341,172882,Other Independent School,Not applicable,39.3,No,Tooting,Open,
102705,Newham,Sheringham Nursery School & Children's Centre,542932,185904,LA Nursery School,Nursery,39.3,No,East Ham,Open,
101103,Wandsworth,Garratt Park School,526164,172467,Community Special School,Not applicable,39.3,No,Tooting,Open,
103075,Waltham Forest,George Tomlinson Primary School,539334,187180,Community School,Primary,39.3,No,Leyton and Wanstead,Open,
102528,Hounslow,"St Mary's Catholic Primary School, Isleworth",516294,175817,Voluntary Aided School,Primary,39.3,No,Brentford and Isleworth,Open,
100245,Hackney,Whitmore Primary School,532859,183527,Community School,Primary,39.2,No,Hackney South and Shoreditch,Open,
101084,Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),527511,174727,Other Independent School,Not applicable,39.2,No,Battersea,Open,
100802,Southwark,Lyndhurst Primary School,532889,176333,Community School,Primary,39.2,No,Camberwell and Peckham,Open,
100866,Southwark,Herne Hill School,532186,174572,Other Independent School,Not applicable,39.2,No,Dulwich and West Norwood,Open,
100315,Hammersmith and Fulham,Randolph Beresford Early Years Centre,522759,180583,LA Nursery School,Nursery,39.2,No,Hammersmith,Open,
100886,Tower Hamlets,Rachel Keeling Nursery School,535568,182775,LA Nursery School,Nursery,39.2,No,Bethnal Green and Bow,Open,
140210,Hackney,Mossbourne Victoria Park Academy,535855,184061,Academy Sponsor Led,Secondary,39.2,No,Hackney South and Shoreditch,Open,
100951,Tower Hamlets,St Edmund's Catholic School,537362,178752,Voluntary Aided School,Primary,39.2,No,Poplar and Limehouse,Open,
102152,Haringey,St John Vianney RC Primary School,531938,189139,Voluntary Aided School,Primary,39.2,No,Tottenham,Open,
137907,Hounslow,Chiswick School,520934,177319,Academy Converter,Secondary,39.2,No,Brentford and Isleworth,Open,
130095,Brent,Wembley Primary School,518376,186130,Community School,Primary,39.2,No,Brent North,Open,
137917,Kingston upon Thames,Southborough High School,518286,165452,Academy Converter,Secondary,39.2,No,Kingston and Surbiton,Open,
100020,Camden,Primrose Hill School,528304,183909,Community School,Primary,39.1,No,Holborn and St Pancras,Open,
100960,Tower Hamlets,St Peter's London Docks CofE Primary School,535063,180371,Voluntary Aided School,Primary,39.1,No,Poplar and Limehouse,Open,
100437,Islington,Sacred Heart Catholic Primary School,530896,185179,Voluntary Aided School,Primary,39.1,No,Islington South and Finsbury,Open,
100240,Hackney,Sebright School,534243,183445,Community School,Primary,39.1,No,Hackney South and Shoreditch,Open,
102106,Haringey,Rokesly Junior School,530372,188815,Community School,Primary,39.1,No,Hornsey and Wood Green,Open,
102107,Haringey,Rokesly Infant School,530372,188815,Community School,Primary,39.1,No,Hornsey and Wood Green,Open,
100349,Hammersmith and Fulham,St Johns Walham Green Church of England Primary School,524468,176864,Voluntary Aided School,Primary,39.1,No,Chelsea and Fulham,Open,
100341,Hammersmith and Fulham,Wormholt Park Primary School,522318,180664,Community School,Primary,39.1,No,Hammersmith,Open,
101011,Wandsworth,Honeywell Junior School,527750,174463,Foundation School,Primary,39.1,No,Battersea,Open,
101012,Wandsworth,Honeywell Infant School,527750,174463,Foundation School,Primary,39.1,No,Battersea,Open,
100896,Tower Hamlets,Chisenhale Primary School,536115,183374,Community School,Primary,39.1,No,Bethnal Green and Bow,Open,
134084,Haringey,Islamic Shakhsiyah Foundation,532769,188618,Other Independent School,Not applicable,39.1,No,Tottenham,Open,
100282,Hackney,Our Lady's Convent Roman Catholic High School,533481,187911,Voluntary Aided School,Secondary,39.1,No,Hackney North and Stoke Newington,Open,
101051,Wandsworth,Our Lady Queen of Heaven RC School,523701,173544,Voluntary Aided School,Primary,39.1,No,Putney,Open,
101198,Barking and Dagenham,Ripple Primary School,545104,183966,Community School,Primary,39.1,No,Barking,Open,
102674,Merton,Raynes Park High School,522579,168610,Community School,Secondary,39.1,No,Wimbledon,Open,
142334,Havering,Youth Empowerment Education Programme,550733,182201,Other Independent Special School,Not applicable,39.1,No,Dagenham and Rainham,Open,
100489,Wandsworth,Christ Church CofE Primary School,527406,175840,Voluntary Aided School,Primary,39,No,Chelsea and Fulham,Open,
100941,Tower Hamlets,Smithy Street School,535263,181775,Community School,Primary,39,No,Bethnal Green and Bow,Open,
100487,Kensington and Chelsea,Avondale Park Primary School,524052,180593,Community School,Primary,39,No,Kensington,Open,
100371,Hammersmith and Fulham,Ecole Fran???aise de Londres Jacques Pr??vert,523811,178942,Other Independent School,Not applicable,39,No,Hammersmith,Open,
137157,Hammersmith and Fulham,The London Oratory School,525516,177432,Academy Converter,Middle Deemed Secondary,39,No,Chelsea and Fulham,Open,
141679,Barking and Dagenham,SHC School,544191,184140,Other Independent School,Not applicable,39,No,Barking,Open,
100576,Lambeth,Lark Hall Primary School (Including Lark Hall Centre for Pupils with Autism),529999,176292,Community School,Primary,39,No,Vauxhall,Open,
101117,Westminster,Robinsfield Infant School,527037,183464,Community School,Primary,39,No,Westminster North,Open,
100326,Hammersmith and Fulham,Miles Coverdale Primary School,523026,179840,Community School,Primary,39,No,Hammersmith,Open,
100786,Southwark,Dog Kennel Hill School,533269,175790,Community School,Primary,39,No,Camberwell and Peckham,Open,
102782,Newham,Plashet School,542240,184286,Community School,Secondary,39,No,East Ham,Open,
101332,Barnet,St Agnes RC School,524125,186126,Voluntary Aided School,Primary,39,No,Finchley and Golders Green,Open,
100551,Lambeth,Effra Nursery School and Early Years Centre,531443,174834,LA Nursery School,Nursery,39,No,Dulwich and West Norwood,Open,
100444,Islington,St Mark's CofE Primary School,530342,186726,Voluntary Aided School,Primary,39,No,Islington North,Open,
100851,Southwark,St Francesca Cabrini Primary School,535351,174032,Voluntary Aided School,Primary,39,No,Camberwell and Peckham,Open,
100114,Greenwich,Morden Mount Primary School,538003,176437,Community School,Primary,39,No,Greenwich and Woolwich,Open,
131948,Sutton,Orchard Hill College of Further Education,528908,163725,Miscellaneous,Not applicable,39,No,Carshalton and Wallington,Open,
102621,Kingston upon Thames,Bedelsford School,518242,168766,Foundation Special School,Not applicable,38.9,No,Kingston and Surbiton,Closed,3/31/2016
100075,Camden,Trevor-Roberts School,526981,184414,Other Independent School,Not applicable,38.9,No,Hampstead and Kilburn,Open,
100252,Hackney,Grasmere Primary School,532960,185754,Community School,Primary,38.9,No,Hackney North and Stoke Newington,Open,
100374,Hammersmith and Fulham,Sinclair House School,524356,176939,Other Independent School,Not applicable,38.9,No,Chelsea and Fulham,Open,
